category,json_filename,mask_filename,mask_relative_path,num_defect_regions,defect_categories,height,width
2.Indentation,Num5506.json,Num5506.png,2.Indentation\ground_truth\train_NG\Num5506.png,1,Yshang,536,396
2.Indentation,Num5507.json,Num5507.png,2.Indentation\ground_truth\train_NG\Num5507.png,1,Yshang,552,412
2.Indentation,Num5509.json,Num5509.png,2.Indentation\ground_truth\train_NG\Num5509.png,1,Yshang,552,412
2.Indentation,Num5511.json,Num5511.png,2.Indentation\ground_truth\train_NG\Num5511.png,1,Yshang,552,412
2.Indentation,Num5585.json,Num5585.png,2.Indentation\ground_truth\train_NG\Num5585.png,2,Yshang,552,412
2.Indentation,Num5587.json,Num5587.png,2.Indentation\ground_truth\train_NG\Num5587.png,1,Yshang,552,412
2.Indentation,Num5591.json,Num5591.png,2.Indentation\ground_truth\train_NG\Num5591.png,1,Yshang,552,412
2.Indentation,Num56.json,Num56.png,2.Indentation\ground_truth\train_NG\Num56.png,2,Hshang;Yshang,552,412
2.Indentation,Num560.json,Num560.png,2.Indentation\ground_truth\train_NG\Num560.png,1,Yshang,552,412
2.Indentation,Num5988.json,Num5988.png,2.Indentation\ground_truth\train_NG\Num5988.png,4,Hshang;Yshang,552,412
2.Indentation,Num60.json,Num60.png,2.Indentation\ground_truth\train_NG\Num60.png,1,Yshang,552,412
2.Indentation,Num602.json,Num602.png,2.Indentation\ground_truth\train_NG\Num602.png,1,Yshang,552,412
2.Indentation,Num603.json,Num603.png,2.Indentation\ground_truth\train_NG\Num603.png,1,Yshang,552,412
2.Indentation,Num6075.json,Num6075.png,2.Indentation\ground_truth\train_NG\Num6075.png,2,Yshang,552,412
2.Indentation,Num610.json,Num610.png,2.Indentation\ground_truth\train_NG\Num610.png,1,Yshang,552,412
2.Indentation,Num614.json,Num614.png,2.Indentation\ground_truth\train_NG\Num614.png,1,Yshang,552,412
2.Indentation,Num618.json,Num618.png,2.Indentation\ground_truth\train_NG\Num618.png,1,Yshang,552,412
2.Indentation,Num624.json,Num624.png,2.Indentation\ground_truth\train_NG\Num624.png,1,Yshang,552,412
2.Indentation,Num6268.json,Num6268.png,2.Indentation\ground_truth\train_NG\Num6268.png,1,Yshang,552,412
2.Indentation,Num633.json,Num633.png,2.Indentation\ground_truth\train_NG\Num633.png,1,Yshang,552,412
2.Indentation,Num637.json,Num637.png,2.Indentation\ground_truth\train_NG\Num637.png,1,Yshang,552,412
2.Indentation,Num641.json,Num641.png,2.Indentation\ground_truth\train_NG\Num641.png,1,Yshang,552,412
2.Indentation,Num6412.json,Num6412.png,2.Indentation\ground_truth\train_NG\Num6412.png,1,Yshang,552,412
2.Indentation,Num645.json,Num645.png,2.Indentation\ground_truth\train_NG\Num645.png,1,Yshang,552,412
2.Indentation,Num650.json,Num650.png,2.Indentation\ground_truth\train_NG\Num650.png,1,Yshang,536,396
2.Indentation,Num652.json,Num652.png,2.Indentation\ground_truth\train_NG\Num652.png,1,Yshang,552,412
2.Indentation,Num6569.json,Num6569.png,2.Indentation\ground_truth\train_NG\Num6569.png,1,Yshang,552,412
2.Indentation,Num6707.json,Num6707.png,2.Indentation\ground_truth\train_NG\Num6707.png,2,Yshang,552,412
2.Indentation,Num6709.json,Num6709.png,2.Indentation\ground_truth\train_NG\Num6709.png,2,Yshang,552,412
2.Indentation,Num6711.json,Num6711.png,2.Indentation\ground_truth\train_NG\Num6711.png,1,Yshang,552,412
2.Indentation,Num6764.json,Num6764.png,2.Indentation\ground_truth\train_NG\Num6764.png,1,Yshang,552,412
2.Indentation,Num67918.json,Num67918.png,2.Indentation\ground_truth\train_NG\Num67918.png,1,Yshang,552,412
2.Indentation,Num67920.json,Num67920.png,2.Indentation\ground_truth\train_NG\Num67920.png,1,Yshang,552,412
2.Indentation,Num68.json,Num68.png,2.Indentation\ground_truth\train_NG\Num68.png,1,Yshang,552,412
2.Indentation,Num68060.json,Num68060.png,2.Indentation\ground_truth\train_NG\Num68060.png,1,Yshang,536,396
2.Indentation,Num69590.json,Num69590.png,2.Indentation\ground_truth\train_NG\Num69590.png,1,Yshang,552,412
2.Indentation,Num69592.json,Num69592.png,2.Indentation\ground_truth\train_NG\Num69592.png,1,Yshang,552,412
2.Indentation,Num69594.json,Num69594.png,2.Indentation\ground_truth\train_NG\Num69594.png,1,Yshang,552,412
2.Indentation,Num69795.json,Num69795.png,2.Indentation\ground_truth\train_NG\Num69795.png,1,Yshang,552,412
2.Indentation,Num69797.json,Num69797.png,2.Indentation\ground_truth\train_NG\Num69797.png,1,Yshang,552,412
2.Indentation,Num7.json,Num7.png,2.Indentation\ground_truth\train_NG\Num7.png,1,Yshang,552,412
2.Indentation,Num7044.json,Num7044.png,2.Indentation\ground_truth\train_NG\Num7044.png,1,Yshang,552,412
2.Indentation,Num708.json,Num708.png,2.Indentation\ground_truth\train_NG\Num708.png,2,Hshang;Yshang,552,412
2.Indentation,Num712.json,Num712.png,2.Indentation\ground_truth\train_NG\Num712.png,1,Yshang,552,412
2.Indentation,Num729.json,Num729.png,2.Indentation\ground_truth\train_NG\Num729.png,2,Hshang;Yshang,552,412
2.Indentation,Num735.json,Num735.png,2.Indentation\ground_truth\train_NG\Num735.png,1,Yshang,552,412
2.Indentation,Num74.json,Num74.png,2.Indentation\ground_truth\train_NG\Num74.png,1,Yshang,552,412
2.Indentation,Num7572.json,Num7572.png,2.Indentation\ground_truth\train_NG\Num7572.png,1,Yshang,552,412
2.Indentation,Num7576.json,Num7576.png,2.Indentation\ground_truth\train_NG\Num7576.png,1,Yshang,552,412
2.Indentation,Num7579.json,Num7579.png,2.Indentation\ground_truth\train_NG\Num7579.png,1,Yshang,552,412
2.Indentation,Num7637.json,Num7637.png,2.Indentation\ground_truth\train_NG\Num7637.png,1,Yshang,552,412
2.Indentation,Num78.json,Num78.png,2.Indentation\ground_truth\train_NG\Num78.png,1,Yshang,552,412
2.Indentation,Num780.json,Num780.png,2.Indentation\ground_truth\train_NG\Num780.png,1,Yshang,552,412
2.Indentation,Num784.json,Num784.png,2.Indentation\ground_truth\train_NG\Num784.png,1,Yshang,552,412
2.Indentation,Num79.json,Num79.png,2.Indentation\ground_truth\train_NG\Num79.png,4,Hshang;Yshang,552,412
2.Indentation,Num798.json,Num798.png,2.Indentation\ground_truth\train_NG\Num798.png,2,Hshang;Yshang,552,412
2.Indentation,Num799.json,Num799.png,2.Indentation\ground_truth\train_NG\Num799.png,1,Yshang,552,412
2.Indentation,Num8.json,Num8.png,2.Indentation\ground_truth\train_NG\Num8.png,1,Yshang,552,412
2.Indentation,Num806.json,Num806.png,2.Indentation\ground_truth\train_NG\Num806.png,1,Yshang,552,412
2.Indentation,Num81.json,Num81.png,2.Indentation\ground_truth\train_NG\Num81.png,1,Yshang,552,412
2.Indentation,Num8107.json,Num8107.png,2.Indentation\ground_truth\train_NG\Num8107.png,1,Yshang,552,412
2.Indentation,Num83.json,Num83.png,2.Indentation\ground_truth\train_NG\Num83.png,1,Yshang,552,412
2.Indentation,Num8314.json,Num8314.png,2.Indentation\ground_truth\train_NG\Num8314.png,1,Yshang,552,412
2.Indentation,Num8316.json,Num8316.png,2.Indentation\ground_truth\train_NG\Num8316.png,2,Yshang,552,412
2.Indentation,Num8341.json,Num8341.png,2.Indentation\ground_truth\train_NG\Num8341.png,1,Yshang,552,412
2.Indentation,Num8445.json,Num8445.png,2.Indentation\ground_truth\train_NG\Num8445.png,1,Yshang,552,412
2.Indentation,Num849.json,Num849.png,2.Indentation\ground_truth\train_NG\Num849.png,2,Hshang;Yshang,552,412
2.Indentation,Num8518.json,Num8518.png,2.Indentation\ground_truth\train_NG\Num8518.png,1,Yshang,552,412
2.Indentation,Num8842.json,Num8842.png,2.Indentation\ground_truth\train_NG\Num8842.png,1,Yshang,552,412
2.Indentation,Num9.json,Num9.png,2.Indentation\ground_truth\train_NG\Num9.png,1,Yshang,552,412
2.Indentation,Num9065.json,Num9065.png,2.Indentation\ground_truth\train_NG\Num9065.png,1,Yshang,552,412
2.Indentation,Num929.json,Num929.png,2.Indentation\ground_truth\train_NG\Num929.png,1,Yshang,552,412
2.Indentation,Num930.json,Num930.png,2.Indentation\ground_truth\train_NG\Num930.png,1,Yshang,552,412
2.Indentation,Num931.json,Num931.png,2.Indentation\ground_truth\train_NG\Num931.png,1,Yshang,552,412
2.Indentation,Num932.json,Num932.png,2.Indentation\ground_truth\train_NG\Num932.png,1,Yshang,552,412
2.Indentation,Num933.json,Num933.png,2.Indentation\ground_truth\train_NG\Num933.png,1,Yshang,552,412
2.Indentation,Num934.json,Num934.png,2.Indentation\ground_truth\train_NG\Num934.png,1,Yshang,552,412
2.Indentation,Num936.json,Num936.png,2.Indentation\ground_truth\train_NG\Num936.png,1,Yshang,552,412
2.Indentation,Num944.json,Num944.png,2.Indentation\ground_truth\train_NG\Num944.png,1,Yshang,552,412
2.Indentation,Num95412.json,Num95412.png,2.Indentation\ground_truth\train_NG\Num95412.png,1,Yshang,552,412
2.Indentation,Num96.json,Num96.png,2.Indentation\ground_truth\train_NG\Num96.png,1,Yshang,552,412
2.Indentation,Num960.json,Num960.png,2.Indentation\ground_truth\train_NG\Num960.png,1,Yshang,552,412
2.Indentation,Num962.json,Num962.png,2.Indentation\ground_truth\train_NG\Num962.png,1,Yshang,552,412
3.blade mark,2_Pencil_seg_000001_leftImg8bit.json,2_Pencil_seg_000001_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000001_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000002_leftImg8bit.json,2_Pencil_seg_000002_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000002_leftImg8bit.png,6,Dwen,480,2048
3.blade mark,2_Pencil_seg_000003_leftImg8bit.json,2_Pencil_seg_000003_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000003_leftImg8bit.png,6,Dwen,480,2048
3.blade mark,2_Pencil_seg_000004_leftImg8bit.json,2_Pencil_seg_000004_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000004_leftImg8bit.png,5,Dwen,480,2048
3.blade mark,2_Pencil_seg_000005_leftImg8bit.json,2_Pencil_seg_000005_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000005_leftImg8bit.png,7,Dwen,480,2048
3.blade mark,2_Pencil_seg_000006_leftImg8bit.json,2_Pencil_seg_000006_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000006_leftImg8bit.png,6,Dwen,480,2048
3.blade mark,2_Pencil_seg_000007_leftImg8bit.json,2_Pencil_seg_000007_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000007_leftImg8bit.png,6,Dwen,480,2048
3.blade mark,2_Pencil_seg_000008_leftImg8bit.json,2_Pencil_seg_000008_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000008_leftImg8bit.png,5,Dwen,480,2048
3.blade mark,2_Pencil_seg_000009_leftImg8bit.json,2_Pencil_seg_000009_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000009_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000010_leftImg8bit.json,2_Pencil_seg_000010_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000010_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000011_leftImg8bit.json,2_Pencil_seg_000011_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000011_leftImg8bit.png,5,Dwen,480,2048
3.blade mark,2_Pencil_seg_000012_leftImg8bit.json,2_Pencil_seg_000012_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000012_leftImg8bit.png,9,Dwen,480,2048
3.blade mark,2_Pencil_seg_000013_leftImg8bit.json,2_Pencil_seg_000013_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000013_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000014_leftImg8bit.json,2_Pencil_seg_000014_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000014_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000015_leftImg8bit.json,2_Pencil_seg_000015_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000015_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000016_leftImg8bit.json,2_Pencil_seg_000016_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000016_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000017_leftImg8bit.json,2_Pencil_seg_000017_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000017_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000018_leftImg8bit.json,2_Pencil_seg_000018_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000018_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000019_leftImg8bit.json,2_Pencil_seg_000019_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000019_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000020_leftImg8bit.json,2_Pencil_seg_000020_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000020_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000021_leftImg8bit.json,2_Pencil_seg_000021_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000021_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000022_leftImg8bit.json,2_Pencil_seg_000022_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000022_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000023_leftImg8bit.json,2_Pencil_seg_000023_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000023_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000024_leftImg8bit.json,2_Pencil_seg_000024_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000024_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000025_leftImg8bit.json,2_Pencil_seg_000025_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000025_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000026_leftImg8bit.json,2_Pencil_seg_000026_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000026_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000027_leftImg8bit.json,2_Pencil_seg_000027_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000027_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000028_leftImg8bit.json,2_Pencil_seg_000028_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000028_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000029_leftImg8bit.json,2_Pencil_seg_000029_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000029_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000030_leftImg8bit.json,2_Pencil_seg_000030_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000030_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000031_leftImg8bit.json,2_Pencil_seg_000031_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000031_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000032_leftImg8bit.json,2_Pencil_seg_000032_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000032_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000033_leftImg8bit.json,2_Pencil_seg_000033_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000033_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000034_leftImg8bit.json,2_Pencil_seg_000034_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000034_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000035_leftImg8bit.json,2_Pencil_seg_000035_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000035_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000036_leftImg8bit.json,2_Pencil_seg_000036_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000036_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000037_leftImg8bit.json,2_Pencil_seg_000037_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000037_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000038_leftImg8bit.json,2_Pencil_seg_000038_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000038_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000039_leftImg8bit.json,2_Pencil_seg_000039_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000039_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000040_leftImg8bit.json,2_Pencil_seg_000040_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000040_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000041_leftImg8bit.json,2_Pencil_seg_000041_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000041_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000042_leftImg8bit.json,2_Pencil_seg_000042_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000042_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000043_leftImg8bit.json,2_Pencil_seg_000043_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000043_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000044_leftImg8bit.json,2_Pencil_seg_000044_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000044_leftImg8bit.png,9,Dwen,480,2048
3.blade mark,2_Pencil_seg_000045_leftImg8bit.json,2_Pencil_seg_000045_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000045_leftImg8bit.png,10,Dwen,480,2048
3.blade mark,2_Pencil_seg_000046_leftImg8bit.json,2_Pencil_seg_000046_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000046_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000047_leftImg8bit.json,2_Pencil_seg_000047_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000047_leftImg8bit.png,10,Dwen,480,2048
3.blade mark,2_Pencil_seg_000048_leftImg8bit.json,2_Pencil_seg_000048_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000048_leftImg8bit.png,9,Dwen,480,2048
3.blade mark,2_Pencil_seg_000049_leftImg8bit.json,2_Pencil_seg_000049_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000049_leftImg8bit.png,9,Dwen,480,2048
3.blade mark,2_Pencil_seg_000050_leftImg8bit.json,2_Pencil_seg_000050_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000050_leftImg8bit.png,12,Dwen,480,2048
3.blade mark,2_Pencil_seg_000051_leftImg8bit.json,2_Pencil_seg_000051_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000051_leftImg8bit.png,11,Dwen,480,2048
3.blade mark,2_Pencil_seg_000052_leftImg8bit.json,2_Pencil_seg_000052_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000052_leftImg8bit.png,5,Dwen,480,2048
3.blade mark,2_Pencil_seg_000053_leftImg8bit.json,2_Pencil_seg_000053_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000053_leftImg8bit.png,4,Dwen,480,2048
3.blade mark,2_Pencil_seg_000054_leftImg8bit.json,2_Pencil_seg_000054_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000054_leftImg8bit.png,3,Dwen,480,2048
3.blade mark,2_Pencil_seg_000055_leftImg8bit.json,2_Pencil_seg_000055_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000055_leftImg8bit.png,5,Dwen,480,2048
3.blade mark,2_Pencil_seg_000056_leftImg8bit.json,2_Pencil_seg_000056_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000056_leftImg8bit.png,5,Dwen,480,2048
3.blade mark,2_Pencil_seg_000057_leftImg8bit.json,2_Pencil_seg_000057_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000057_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000058_leftImg8bit.json,2_Pencil_seg_000058_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000058_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000059_leftImg8bit.json,2_Pencil_seg_000059_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000059_leftImg8bit.png,5,Dwen,480,2048
3.blade mark,2_Pencil_seg_000060_leftImg8bit.json,2_Pencil_seg_000060_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000060_leftImg8bit.png,6,Dwen,480,2048
3.blade mark,2_Pencil_seg_000061_leftImg8bit.json,2_Pencil_seg_000061_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000061_leftImg8bit.png,2,Dwen,480,2048
3.blade mark,2_Pencil_seg_000062_leftImg8bit.json,2_Pencil_seg_000062_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000062_leftImg8bit.png,3,Dwen,480,2048
3.blade mark,2_Pencil_seg_000063_leftImg8bit.json,2_Pencil_seg_000063_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000063_leftImg8bit.png,5,Dwen,480,2048
3.blade mark,2_Pencil_seg_000064_leftImg8bit.json,2_Pencil_seg_000064_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000064_leftImg8bit.png,4,Dwen,480,2048
3.blade mark,2_Pencil_seg_000065_leftImg8bit.json,2_Pencil_seg_000065_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000065_leftImg8bit.png,4,Dwen,480,2048
3.blade mark,2_Pencil_seg_000066_leftImg8bit.json,2_Pencil_seg_000066_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000066_leftImg8bit.png,4,Dwen,480,2048
3.blade mark,2_Pencil_seg_000067_leftImg8bit.json,2_Pencil_seg_000067_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000067_leftImg8bit.png,5,Dwen,480,2048
3.blade mark,2_Pencil_seg_000068_leftImg8bit.json,2_Pencil_seg_000068_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000068_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000069_leftImg8bit.json,2_Pencil_seg_000069_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000069_leftImg8bit.png,4,Dwen,480,2048
3.blade mark,2_Pencil_seg_000070_leftImg8bit.json,2_Pencil_seg_000070_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000070_leftImg8bit.png,5,Dwen,480,2048
3.blade mark,2_Pencil_seg_000071_leftImg8bit.json,2_Pencil_seg_000071_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000071_leftImg8bit.png,5,Dwen,480,2048
3.blade mark,2_Pencil_seg_000072_leftImg8bit.json,2_Pencil_seg_000072_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000072_leftImg8bit.png,5,Dwen,480,2048
3.blade mark,2_Pencil_seg_000073_leftImg8bit.json,2_Pencil_seg_000073_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000073_leftImg8bit.png,5,Dwen,480,2048
3.blade mark,2_Pencil_seg_000074_leftImg8bit.json,2_Pencil_seg_000074_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000074_leftImg8bit.png,5,Dwen,480,2048
3.blade mark,2_Pencil_seg_000075_leftImg8bit.json,2_Pencil_seg_000075_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000075_leftImg8bit.png,5,Dwen,480,2048
3.blade mark,2_Pencil_seg_000076_leftImg8bit.json,2_Pencil_seg_000076_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000076_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000077_leftImg8bit.json,2_Pencil_seg_000077_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000077_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000078_leftImg8bit.json,2_Pencil_seg_000078_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000078_leftImg8bit.png,2,Dwen,480,2048
3.blade mark,2_Pencil_seg_000079_leftImg8bit.json,2_Pencil_seg_000079_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000079_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000080_leftImg8bit.json,2_Pencil_seg_000080_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000080_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000081_leftImg8bit.json,2_Pencil_seg_000081_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000081_leftImg8bit.png,5,Dwen,480,2048
3.blade mark,2_Pencil_seg_000082_leftImg8bit.json,2_Pencil_seg_000082_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000082_leftImg8bit.png,2,Dwen,480,2048
3.blade mark,2_Pencil_seg_000083_leftImg8bit.json,2_Pencil_seg_000083_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000083_leftImg8bit.png,7,Dwen,480,2048
3.blade mark,2_Pencil_seg_000084_leftImg8bit.json,2_Pencil_seg_000084_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000084_leftImg8bit.png,8,Dwen,480,2048
3.blade mark,2_Pencil_seg_000085_leftImg8bit.json,2_Pencil_seg_000085_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000085_leftImg8bit.png,2,Dwen,480,2048
3.blade mark,2_Pencil_seg_000086_leftImg8bit.json,2_Pencil_seg_000086_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000086_leftImg8bit.png,1,Dwen,480,2048
3.blade mark,2_Pencil_seg_000087_leftImg8bit.json,2_Pencil_seg_000087_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000087_leftImg8bit.png,2,Dwen,480,2048
3.blade mark,2_Pencil_seg_000088_leftImg8bit.json,2_Pencil_seg_000088_leftImg8bit.png,3.blade mark\ground_truth\test_NG\2_Pencil_seg_000088_leftImg8bit.png,1,Dwen,480,2048
